timestamp,equipment,process,electricity_kwh,fuel_type,fuel_quantity,production_volume,operating_hours,shift,temperature,pressure
2026-08-28 00:00:00,HTHP Jet Dyeing Machine #01,Dyeing & Bleaching,1.28,none,0.0,0.0,0.0,Shift C (Night),30.2,0.0
2026-08-28 00:00:00,Soft Flow Jet Dyeing Machine #02,Dyeing & Bleaching,1.37,none,0.0,0.0,0.0,Shift C (Night),30.4,0.0
2026-08-28 00:00:00,8-Chamber Stenter Frame,Finishing & Heat Setting,1.03,natural_gas,0.0,0.0,0.0,Shift C (Night),30.7,0.0
2026-08-28 00:00:00,Rotary Screen Printing Machine,Printing & Curing,0.96,none,0.0,0.0,0.0,Shift C (Night),29.4,0.0
2026-08-28 00:00:00,Industrial Steam Boiler (Dual Fuel),Steam Generation Utility,20.19,natural_gas,166.56,0.0,1.0,Shift C (Night),170.5,7.95
2026-08-28 00:00:00,Screw Air Compressor GA-75,Compressed Air Utility,23.78,none,0.0,0.0,0.0,Shift C (Night),36.0,5.95
2026-08-28 00:00:00,ETP Aeration Blower Station,Wastewater & ETP Utility,44.03,none,0.0,0.0,1.0,Shift C (Night),32.4,0.61
2026-08-28 01:00:00,HTHP Jet Dyeing Machine #01,Dyeing & Bleaching,1.79,none,0.0,0.0,0.0,Shift C (Night),28.5,0.0
2026-08-28 01:00:00,Soft Flow Jet Dyeing Machine #02,Dyeing & Bleaching,1.25,none,0.0,0.0,0.0,Shift C (Night),29.2,0.0
2026-08-28 01:00:00,8-Chamber Stenter Frame,Finishing & Heat Setting,1.24,natural_gas,0.0,0.0,0.0,Shift C (Night),31.8,0.0
2026-08-28 01:00:00,Rotary Screen Printing Machine,Printing & Curing,1.08,none,0.0,0.0,0.0,Shift C (Night),29.6,0.0
2026-08-28 01:00:00,Industrial Steam Boiler (Dual Fuel),Steam Generation Utility,20.13,natural_gas,166.08,0.0,1.0,Shift C (Night),172.1,7.81
2026-08-28 01:00:00,Screw Air Compressor GA-75,Compressed Air Utility,24.91,none,0.0,0.0,0.0,Shift C (Night),36.0,5.95
2026-08-28 01:00:00,ETP Aeration Blower Station,Wastewater & ETP Utility,44.97,none,0.0,0.0,1.0,Shift C (Night),32.0,0.59
2026-08-28 02:00:00,HTHP Jet Dyeing Machine #01,Dyeing & Bleaching,1.04,none,0.0,0.0,0.0,Shift C (Night),31.2,0.0
2026-08-28 02:00:00,Soft Flow Jet Dyeing Machine #02,Dyeing & Bleaching,0.83,none,0.0,0.0,0.0,Shift C (Night),30.6,0.0
2026-08-28 02:00:00,8-Chamber Stenter Frame,Finishing & Heat Setting,1.73,natural_gas,0.0,0.0,0.0,Shift C (Night),31.5,0.0
2026-08-28 02:00:00,Rotary Screen Printing Machine,Printing & Curing,1.06,none,0.0,0.0,0.0,Shift C (Night),28.7,0.0
2026-08-28 02:00:00,Industrial Steam Boiler (Dual Fuel),Steam Generation Utility,20.54,natural_gas,169.43,0.0,1.0,Shift C (Night),173.3,7.84
2026-08-28 02:00:00,Screw Air Compressor GA-75,Compressed Air Utility,24.02,none,0.0,0.0,0.0,Shift C (Night),36.0,5.95
2026-08-28 02:00:00,ETP Aeration Blower Station,Wastewater & ETP Utility,43.85,none,0.0,0.0,1.0,Shift C (Night),31.9,0.59
2026-08-28 03:00:00,HTHP Jet Dyeing Machine #01,Dyeing & Bleaching,1.44,none,0.0,0.0,0.0,Shift C (Night),28.2,0.0
2026-08-28 03:00:00,Soft Flow Jet Dyeing Machine #02,Dyeing & Bleaching,1.78,none,0.0,0.0,0.0,Shift C (Night),28.7,0.0
2026-08-28 03:00:00,8-Chamber Stenter Frame,Finishing & Heat Setting,1.35,natural_gas,0.0,0.0,0.0,Shift C (Night),29.0,0.0
2026-08-28 03:00:00,Rotary Screen Printing Machine,Printing & Curing,1.33,none,0.0,0.0,0.0,Shift C (Night),31.1,0.0
2026-08-28 03:00:00,Industrial Steam Boiler (Dual Fuel),Steam Generation Utility,19.2,natural_gas,158.41,0.0,1.0,Shift C (Night),172.6,8.04
2026-08-28 03:00:00,Screw Air Compressor GA-75,Compressed Air Utility,24.2,none,0.0,0.0,0.0,Shift C (Night),36.0,5.95
2026-08-28 03:00:00,ETP Aeration Blower Station,Wastewater & ETP Utility,44.58,none,0.0,0.0,1.0,Shift C (Night),31.4,0.6
2026-08-28 04:00:00,HTHP Jet Dyeing Machine #01,Dyeing & Bleaching,1.53,none,0.0,0.0,0.0,Shift C (Night),30.2,0.0
