timestamp,equipment,process,electricity_kwh,fuel_type,fuel_quantity,production_volume,operating_hours,shift,temperature,pressure
2026-08-28 00:00:00,HPDC Die Casting Cell #01 (800T),High Pressure Die Casting,1.5,none,0.0,0.0,0.0,Shift C (Night),28.1,0.0
2026-08-28 00:00:00,Aluminum Induction Melting Furnace,Melting & Holding,181.67,none,0.0,608.8,1.0,Shift C (Night),712.0,1.01
2026-08-28 00:00:00,Continuous Shot Blasting Machine,Surface Finishing & Cleaning,1.55,none,0.0,0.0,0.0,Shift C (Night),31.6,0.0
2026-08-28 00:00:00,CNC 5-Axis Machining Center,Machining & Milling,0.72,none,0.0,0.0,0.0,Shift C (Night),29.7,0.0
2026-08-28 00:00:00,Solution & Aging Heat Treatment Furnace,Heat Treatment & Quenching,0.64,natural_gas,0.0,0.0,0.0,Shift C (Night),28.9,0.0
2026-08-28 00:00:00,Screw Air Compressor (100 HP),Compressed Air Utility,26.77,none,0.0,0.0,0.0,Shift C (Night),33.6,6.38
2026-08-28 00:00:00,Die Cooling Water Circulation System,Cooling Utility,34.64,none,0.0,0.0,1.0,Shift C (Night),25.7,4.04
2026-08-28 01:00:00,HPDC Die Casting Cell #01 (800T),High Pressure Die Casting,1.36,none,0.0,0.0,0.0,Shift C (Night),28.9,0.0
2026-08-28 01:00:00,Aluminum Induction Melting Furnace,Melting & Holding,186.32,none,0.0,624.4,1.0,Shift C (Night),728.9,0.97
2026-08-28 01:00:00,Continuous Shot Blasting Machine,Surface Finishing & Cleaning,1.73,none,0.0,0.0,0.0,Shift C (Night),30.8,0.0
2026-08-28 01:00:00,CNC 5-Axis Machining Center,Machining & Milling,1.08,none,0.0,0.0,0.0,Shift C (Night),28.6,0.0
2026-08-28 01:00:00,Solution & Aging Heat Treatment Furnace,Heat Treatment & Quenching,1.94,natural_gas,0.0,0.0,0.0,Shift C (Night),29.3,0.0
2026-08-28 01:00:00,Screw Air Compressor (100 HP),Compressed Air Utility,25.32,none,0.0,0.0,0.0,Shift C (Night),33.6,6.38
2026-08-28 01:00:00,Die Cooling Water Circulation System,Cooling Utility,34.84,none,0.0,0.0,1.0,Shift C (Night),26.4,4.02
2026-08-28 02:00:00,HPDC Die Casting Cell #01 (800T),High Pressure Die Casting,1.73,none,0.0,0.0,0.0,Shift C (Night),30.9,0.0
2026-08-28 02:00:00,Aluminum Induction Melting Furnace,Melting & Holding,185.54,none,0.0,621.8,1.0,Shift C (Night),733.6,0.99
2026-08-28 02:00:00,Continuous Shot Blasting Machine,Surface Finishing & Cleaning,1.37,none,0.0,0.0,0.0,Shift C (Night),31.3,0.0
2026-08-28 02:00:00,CNC 5-Axis Machining Center,Machining & Milling,1.47,none,0.0,0.0,0.0,Shift C (Night),31.4,0.0
2026-08-28 02:00:00,Solution & Aging Heat Treatment Furnace,Heat Treatment & Quenching,1.41,natural_gas,0.0,0.0,0.0,Shift C (Night),30.8,0.0
2026-08-28 02:00:00,Screw Air Compressor (100 HP),Compressed Air Utility,25.16,none,0.0,0.0,0.0,Shift C (Night),33.6,6.38
2026-08-28 02:00:00,Die Cooling Water Circulation System,Cooling Utility,35.22,none,0.0,0.0,1.0,Shift C (Night),25.8,3.9
2026-08-28 03:00:00,HPDC Die Casting Cell #01 (800T),High Pressure Die Casting,0.93,none,0.0,0.0,0.0,Shift C (Night),28.4,0.0
2026-08-28 03:00:00,Aluminum Induction Melting Furnace,Melting & Holding,181.71,none,0.0,609.0,1.0,Shift C (Night),723.9,0.99
2026-08-28 03:00:00,Continuous Shot Blasting Machine,Surface Finishing & Cleaning,1.12,none,0.0,0.0,0.0,Shift C (Night),28.8,0.0
2026-08-28 03:00:00,CNC 5-Axis Machining Center,Machining & Milling,0.97,none,0.0,0.0,0.0,Shift C (Night),31.7,0.0
2026-08-28 03:00:00,Solution & Aging Heat Treatment Furnace,Heat Treatment & Quenching,1.51,natural_gas,0.0,0.0,0.0,Shift C (Night),30.4,0.0
2026-08-28 03:00:00,Screw Air Compressor (100 HP),Compressed Air Utility,25.6,none,0.0,0.0,0.0,Shift C (Night),33.6,6.38
2026-08-28 03:00:00,Die Cooling Water Circulation System,Cooling Utility,36.66,none,0.0,0.0,1.0,Shift C (Night),25.6,3.97
2026-08-28 04:00:00,HPDC Die Casting Cell #01 (800T),High Pressure Die Casting,1.99,none,0.0,0.0,0.0,Shift C (Night),30.6,0.0
2026-08-28 04:00:00,Aluminum Induction Melting Furnace,Melting & Holding,185.84,none,0.0,622.8,1.0,Shift C (Night),725.3,1.02
2026-08-28 04:00:00,Continuous Shot Blasting Machine,Surface Finishing & Cleaning,1.69,none,0.0,0.0,0.0,Shift C (Night),28.9,0.0
2026-08-28 04:00:00,CNC 5-Axis Machining Center,Machining & Milling,0.64,none,0.0,0.0,0.0,Shift C (Night),29.3,0.0
2026-08-28 04:00:00,Solution & Aging Heat Treatment Furnace,Heat Treatment & Quenching,0.97,natural_gas,0.0,0.0,0.0,Shift C (Night),28.8,0.0
2026-08-28 04:00:00,Screw Air Compressor (100 HP),Compressed Air Utility,28.3,none,0.0,0.0,0.0,Shift C (Night),33.6,6.38
